timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,returns,moving_avg_7,moving_avg_30,volatility_7,volatility_30
2017-09-02,4796.16,4939.19,4286.87,4472.14,929.148595,1504396799999,4257723.944817,7475,379.199863,1738334.08541735,0,-0.0750313863132922,4553.0371428571425,,0.0405787482346346,
2017-09-03,4508.5,4714.76,4298.33,4509.08,691.216198,1504483199999,3121052.75230181,6022,258.934536,1169644.69159694,0,0.008260027637775114,4581.475714285714,,0.040267568334116786,
2017-09-04,4505.0,4527.49,3972.51,4100.11,1394.644614,1504569599999,5909947.49008974,9317,578.600851,2460362.61291664,0,-0.09069921136905978,4540.535714285715,,0.05403115411879191,
2017-09-05,4106.97,4484.99,3603.0,4366.47,1228.938157,1504655999999,5083453.18675071,10084,533.476065,2214297.83961246,0,0.0649641107189809,4508.9628571428575,,0.05760193445759461,
2017-09-06,4366.49,4662.87,4335.26,4619.77,807.363726,1504742399999,3626346.05544323,7956,422.923063,1903231.7409154,0,0.058010246262999665,4518.1957142857145,,0.06237488272197377,
2017-09-07,4619.77,4788.59,4438.19,4691.61,500.429975,1504828799999,2305795.13638315,3070,240.683949,1111299.24357466,0,0.015550557711747404,4513.441428571428,,0.06095235618997495,
2017-09-08,4691.66,4735.39,4028.93,4282.8,1132.255046,1504915199999,4866527.22639337,4733,465.962119,2004277.28941755,0,-0.08713639880552726,4434.568571428571,,0.06799111613397905,
2017-09-09,4282.8,4426.62,4150.06,4258.81,658.782952,1505001599999,2815383.46568698,3777,287.989805,1233627.00774409,0,-0.005601475670122258,4404.092857142858,,0.06265532213268091,
2017-09-10,4258.81,4283.0,3801.0,4130.37,660.373275,1505087999999,2700371.80819211,3435,291.786887,1193884.03650449,0,-0.03015865934380746,4349.9914285714285,,0.06295802101323227,
2017-09-11,4153.62,4334.43,4098.91,4208.47,699.989065,1505174399999,2956842.76250147,4228,322.19833,1361869.71324406,0,0.018908717620939708,4365.471428571429,,0.05251691071144694,
2017-09-12,4208.6,4394.59,4040.8,4163.72,879.630319,1505260799999,3725190.62328952,6501,451.78067,1911015.26637066,0,-0.01063331804670109,4336.507142857144,,0.045406384881706924,
2017-09-13,4159.72,4165.38,3760.0,3944.69,913.462545,1505347199999,3570365.92571669,5019,363.053413,1425986.44091325,0,-0.05260440183297632,4240.067142857143,,0.03813758416872518,
2017-09-14,3944.0,3993.0,3165.13,3189.02,1665.021543,1505433599999,5914261.40460825,9066,761.153976,2711572.43635069,0,-0.1915663841772104,4025.4114285714286,,0.07080365854054699,
2017-09-15,3188.01,3856.0,2817.0,3700.0,1968.866492,1505519999999,6588767.18669446,10445,966.122245,3236325.66838306,0,0.16023104276548916,3942.154285714286,4258.668000000001,0.1039044331639853,
2017-09-16,3674.01,3950.0,3470.66,3714.95,1297.563953,1505606399999,4804878.24721283,8809,624.887842,2314536.03271908,0,0.004040540540540594,3864.46,4239.663666666666,0.10412765775005534,0.060267882082561175
2017-09-17,3685.23,3748.21,3499.02,3699.99,682.17121,1505692799999,2466490.27859466,6355,273.931976,994843.63045949,0,-0.00402697209922076,3802.977142857143,4226.051,0.10394266217350909,0.059833676006792166
2017-09-18,3690.0,4123.2,3690.0,4035.01,1030.006455,1505779199999,4069033.05715863,8220,417.638722,1651863.37125876,0,0.09054619066538039,3778.197142857143,4222.552000000001,0.11066526956806307,0.062149141027749696
2017-09-19,4060.0,4089.97,3830.91,3910.04,902.332129,1505865599999,3558315.19743872,7342,257.320352,1016803.88177532,0,-0.030971422623487954,3741.9571428571426,4216.677,0.11123890269634734,0.062375866807625364
2017-09-20,3910.04,4046.08,3820.0,3900.0,720.935076,1505951999999,2839584.45308804,7231,395.275138,1562210.14983916,0,-0.002567748667532843,3735.5728571428576,4212.810333333333,0.10914393911200845,0.06229007046912476
2017-09-21,3889.99,3910.0,3567.0,3609.99,1001.654084,1506038399999,3757043.07821264,8714,517.258926,1946238.63873747,0,-0.07436153846153848,3795.7114285714283,4198.4766666666665,0.07903986970593863,0.06377605343807229
2017-09-22,3592.84,3750.0,3505.55,3595.87,838.966425,1506124799999,3031771.43292849,8152,511.059869,1848104.61254174,0,-0.003911368175535057,3780.835714285714,4181.205333333333,0.049459396923427414,0.0636642324476636
2017-09-23,3595.88,3817.19,3542.91,3780.0,752.792791,1506211199999,2799706.99951511,8402,431.94671,1608679.14327472,0,0.051205966845297546,3790.128571428571,4163.338333333333,0.05362168828135095,0.06372416534142875
2017-09-24,3779.54,3789.99,3622.76,3660.02,661.63639,1506297599999,2445788.43620041,8724,290.93917,1077964.32638088,0,-0.031740740740740736,3784.4185714285713,4142.649666666667,0.0552847698527487,0.06394276220177357
2017-09-25,3660.02,3979.87,3653.69,3920.75,727.994713,1506383999999,2784170.85318322,9740,298.839159,1144089.17964881,0,0.07123731564308389,3768.095714285714,4128.76,0.05025166900739234,0.06531801394095545
2017-09-26,3928.0,3976.99,3850.05,3882.35,526.727987,1506470399999,2061195.57868009,7971,225.570283,883925.0185633,0,-0.009794044506790778,3764.1399999999994,4114.504666666667,0.04890762379263763,0.06533039158712614
2017-09-27,3882.36,4249.94,3872.81,4193.0,628.170966,1506556799999,2554629.81447101,8373,348.083641,1418522.03112125,0,0.08001596970906788,3805.997142857142,4108.048333333333,0.05740470294301676,0.0669276242090273
2017-09-28,4192.11,4300.0,4101.0,4174.5,849.785325,1506643199999,3553178.87037354,11426,364.517452,1525467.35780567,0,-0.004412115430479369,3886.641428571428,4094.2823333333336,0.04455483926072196,0.06638758144332671
2017-09-29,4178.98,4263.86,3952.01,4174.69,1602.309565,1506729599999,6571746.35900076,14834,660.408235,2706153.81551434,0,4.5514432866156085e-05,3969.3300000000004,4081.6006666666667,0.0441979403433463,0.0663777699073319
2017-09-30,4175.0,4380.0,4138.1,4378.51,720.353183,1506815999999,3088354.40084536,9324,292.966693,1258540.22252994,0,0.04882278684165775,4054.8314285714287,4070.0546666666673,0.04394722457515648,0.06663886474015082
2017-10-01,4378.49,4406.52,4240.04,4378.48,726.963685,1506902399999,3137143.89184457,9816,291.975904,1263465.86667018,0,-6.851645879657475e-06,4157.4685714285715,4054.8403333333335,0.03881352626646013,0.06648968125377078
2017-10-02,4400.0,4561.63,4360.0,4380.0,655.756974,1506988799999,2905282.77570845,8185,289.541406,1286786.89051625,0,0.0003471524364619949,4223.075714285714,4051.7690000000002,0.03418538163234643,0.06500775432556044
2017-10-03,4380.0,4467.33,4180.8,4310.0,1082.323563,1507075199999,4627422.74283879,12379,492.735181,2107462.11039911,0,-0.01598173515981738,4284.168571428571,4045.1330000000003,0.03504570158180829,0.06507017458536707
2017-10-04,4314.9,4373.0,4142.0,4208.59,868.465101,1507161599999,3676415.10054891,11006,292.928777,1237552.36930596,0,-0.02352900232018562,4286.395714285714,4048.7490000000003,0.023123914077129566,0.06294142897573456
2017-10-05,4208.59,4355.0,4110.0,4292.43,779.138638,1507247999999,3295532.82397779,9158,351.042019,1483036.83360606,0,0.019921161244027097,4303.242857142856,4046.2810000000004,0.024028951122790583,0.06193739274959192
2017-10-06,4318.99,4417.0,4292.0,4369.0,506.529176,1507334399999,2212035.12414239,6546,226.148177,988106.60264063,0,0.017838380590947223,4331.001428571429,4037.922,0.024449773642757893,0.06109828300653783
2017-10-07,4369.0,4479.5,4312.56,4423.0,297.5975,1507420799999,1302533.21459281,4804,145.313076,637146.85809303,0,0.012359807736324058,4337.357142857143,4028.9683333333332,0.016632549302218642,0.06107303393387272
2017-10-08,4425.0,4658.0,4425.0,4640.0,518.462004,1507507199999,2347356.46944654,7580,280.094854,1268660.82999198,0,0.04906172281257071,4374.717142857143,4040.875,0.02439071805284729,0.059421100796687734
2017-10-09,4640.0,4889.98,4550.0,4786.95,646.463145,1507593599999,3040508.90436387,10372,350.756559,1654274.63749423,0,0.03167025862068962,4432.852857142857,4058.4796666666666,0.02547888363071958,0.05959365432527409
2017-10-10,4786.95,4960.0,4680.59,4783.06,1043.221773,1507679999999,5044283.86347582,11967,678.832674,3289613.76073974,0,-0.0008126259935865576,4500.432857142858,4080.236,0.023135617891340207,0.05922503935616725
2017-10-11,4783.06,4881.61,4710.0,4821.43,753.429396,1507766399999,3609240.90903919,5895,540.087975,2586977.71897445,0,0.008022061190952945,4587.981428571429,4100.668,0.016431317695606542,0.05918063736353107
2017-10-12,4821.43,5439.99,4810.16,5430.0,1276.701482,1507852799999,6659759.29119366,8030,796.594719,4149667.59915114,0,0.1262218885268478,4750.4914285714285,4142.877333333333,0.043488785490100615,0.06298422242897954
2017-10-13,5439.99,5846.17,5379.84,5649.98,1879.82762,1507939199999,10597340.30104987,11663,878.638077,4945786.36371635,0,0.04051197053406996,4933.488571428571,4199.720333333334,0.04284507381831141,0.062036958375327696
2017-10-14,5650.0,5900.0,5580.01,5869.99,970.759046,1508025599999,5533972.4859947,6259,433.794904,2472775.20446234,0,0.038939960849418975,5140.2014285714295,4289.085999999999,0.04132972333474212,0.048504042759246746
2017-10-15,5855.03,5922.3,5400.01,5709.99,1343.523375,1508111999999,7553650.20132813,7452,601.422361,3384776.70651666,0,-0.027257286639329914,5293.057142857143,4356.085666666667,0.04857143470923782,0.04162016480423382
2017-10-16,5710.0,5788.91,5585.19,5760.02,1528.996462,1508198399999,8701914.79553535,9153,719.218538,4096285.84717841,0,0.008761836710747373,5432.067142857143,4424.254666666666,0.049288538787254844,0.04158471539357244
2017-10-17,5760.0,5774.98,5508.63,5595.0,1429.869376,1508284799999,8041662.31881055,9755,688.766779,3874630.11789208,0,-0.028649206079145673,5548.058571428572,4487.421666666666,0.05296477875073103,0.042222280324021116
2017-10-18,5595.0,5596.0,5037.95,5512.06,2317.804373,1508371199999,12456909.97604373,14824,1039.622475,5582555.96464678,0,-0.014823949955317217,5646.72,4536.656666666666,0.05477163441899927,0.04002222836875999
2017-10-19,5513.0,5710.0,5490.26,5683.9,1881.722107,1508457599999,10609368.77338359,11553,866.172234,4889254.26776489,0,0.031175277482465624,5682.9914285714285,4595.785333333333,0.03069054442175037,0.039366862748398894
2017-10-20,5683.31,6110.0,5600.0,6010.01,1972.97722,1508543999999,11486552.1888066,11656,833.037457,4827682.43818362,0,0.05737433804254133,5734.424285714286,4666.119,0.0342223215055485,0.04005018146662694
2017-10-21,6013.72,6171.0,5850.03,6024.97,1664.307693,1508630399999,10114821.44026351,10182,796.022575,4842552.09005084,0,0.0024891805504483333,5756.564285714287,4746.618333333333,0.03164764191926839,0.03641162164331186
2017-10-22,6003.27,6060.0,5720.03,5950.02,1362.092216,1508716799999,8035415.37335629,8846,559.072342,3298113.25431534,0,-0.012439895966286918,5790.854285714287,4825.09,0.02962767834108439,0.036619973017332746
2017-10-23,5975.0,6080.0,5621.03,5915.93,1812.557715,1508803199999,10607190.98072695,10736,733.791079,4292971.67402233,0,-0.0057293925062437134,5813.127142857143,4896.287666666667,0.02992925744721591,0.03628958568136437
2017-10-24,5909.47,5925.0,5450.0,5477.03,2580.418767,1508889599999,14564495.85056032,13075,1128.826117,6369508.22114772,0,-0.07418951880769387,5796.274285714286,4956.854666666667,0.04111789403179405,0.038932601276657694
2017-10-25,5506.92,5704.96,5286.98,5689.99,2282.813205,1508975999999,12544847.89154201,12026,1102.091326,6072831.20164732,0,0.038882386987108,5821.692857142858,5015.829333333333,0.04334329735899212,0.037728757372642995
2017-10-26,5670.1,5939.99,5650.0,5861.77,1972.965882,1509062399999,11417126.63602561,11429,779.739997,4524676.60186949,0,0.030189859736133196,5847.102857142857,5081.81,0.04324699440109685,0.03759588034795037
2017-10-27,5861.77,5980.0,5649.24,5768.83,1403.706416,1509148799999,8167069.73635031,8305,624.087409,3639525.74476665,0,-0.01585527920747498,5812.648571428572,5134.337666666667,0.03692469458905735,0.03586931722371883
2017-10-28,5768.79,5850.02,5630.03,5719.64,1276.754412,1509235199999,7308076.01911184,8556,522.437128,2992463.28829385,0,-0.00852685899913841,5769.03,5185.842333333334,0.036775017619525674,0.03593926147437985
2017-10-29,5709.98,6189.88,5648.01,6169.98,1804.778173,1509321599999,10620967.62459168,10651,954.170196,5607341.71306722,0,0.07873572462602518,5800.452857142857,5252.352,0.04867097416971653,0.03791717319985995
2017-10-30,6133.01,6248.68,6030.0,6120.5,1473.687043,1509407999999,9030219.28673499,9027,568.13297,3484470.96871416,0,-0.008019474941571847,5829.677142857143,5310.418333333333,0.04877223624612087,0.03752407867299681
2017-10-31,6120.52,6498.01,6100.0,6463.0,1511.774925,1509494399999,9487640.8400991,12503,666.763568,4189144.86604943,0,0.05595948043460508,5970.53,5379.902333333333,0.03639431262482821,0.03829553041576442
2017-11-01,6463.0,6774.67,6338.02,6753.98,1675.615188,1509580799999,10951171.07254041,16775,681.762424,4456444.95893702,0,0.04502243540151629,6122.528571428572,5459.035000000001,0.036870138922777775,0.038623398266322564
2017-11-02,6753.98,7300.0,6685.1,7019.98,2503.610803,1509667199999,17369001.33091877,20222,1152.043042,8002005.80575711,0,0.039384185324801146,6287.987142857142,5549.367666666667,0.03723294609729309,0.038402024678446375
2017-11-03,7010.31,7346.34,6923.0,7115.04,1891.497592,1509753599999,13614451.74654126,15375,790.186344,5689002.21482195,0,0.013541349120652857,6480.302857142857,5646.249333333332,0.033060999926484286,0.03763878142911305
2017-11-04,7115.02,7480.99,6901.0,7357.09,1399.191767,1509839999999,10064538.39659038,13395,638.387268,4597312.95311455,0,0.03401948548426992,6714.2242857142855,5748.404666666666,0.028158193365423564,0.037747250498600254
2017-11-05,7357.27,7590.25,7279.02,7345.01,1207.83233,1509926399999,9000403.86573288,11090,540.675195,4027338.87761942,0,-0.001641953544132213,6882.085714285715,5847.605,0.02441823084481811,0.03793138438052372
2017-11-06,7345.1,7401.0,6906.0,6960.12,1763.019261,1510012799999,12673524.6216398,13525,730.003787,5258426.96569148,0,-0.05240156242129013,7002.0314285714285,5932.175666666666,0.03705452971737399,0.040055382110706896
2017-11-07,6981.72,7198.49,6901.0,7064.04,1440.259494,1510099199999,10173272.33780804,13132,591.187992,4181187.39303234,0,0.014930777055568,7087.894285714286,6012.977,0.0333133133527962,0.039565283286232454
2017-11-08,7070.0,7770.02,6651.0,7303.0,2822.298802,1510185599999,20491286.19840822,24381,1291.344472,9394534.42380506,0,0.03382766801999981,7166.325714285714,6096.845333333334,0.03176750311641561,0.03959885723393029
2017-11-09,7303.01,7392.0,7015.0,7079.99,1913.398308,1510271999999,13798534.34721742,13818,724.154878,5221300.62862515,0,-0.030536765712720793,7174.898571428572,6173.409666666667,0.032581590597819315,0.040370461836933616
2017-11-10,7079.0,7279.91,6255.01,6506.98,3254.704105,1510358399999,22083345.18396158,18889,1565.261439,10594456.21115611,0,-0.08093373013238725,7088.032857142857,6229.594666666667,0.044305855417724464,0.043929416333795344
2017-11-11,6503.0,6797.98,6100.0,6245.05,2754.156861,1510444799999,17681445.46474999,17840,1127.476148,7260382.61767693,0,-0.0402536967994368,6929.169999999999,6256.763,0.04020215699004614,0.039119427661806774
2017-11-12,6245.05,6630.0,5325.01,5811.03,4968.483069,1510531199999,29711508.60084671,31069,2267.410744,13607604.41635319,0,-0.06949824260814574,6710.029999999999,6262.131333333334,0.04247114538940058,0.04083466294090582
2017-11-13,5839.94,6697.47,5699.99,6465.99,2621.243039,1510617599999,16498136.09913936,16165,1299.996919,8190123.54546063,0,0.11270979499331446,6639.4400000000005,6281.9980000000005,0.0676926696310863,0.04514509825497207
2017-11-14,6465.99,6684.98,6311.07,6574.99,1254.292531,1510703999999,8168729.97122799,10476,612.136202,3991112.7307127,0,0.01685743405108875,6569.575714285714,6310.8313333333335,0.06780780795734638,0.044802005090481864
2017-11-15,6575.99,7298.0,6575.99,7240.06,1779.605845,1510790399999,12446186.45092821,10313,958.59199,6705958.0325874,0,0.10115148464104129,6560.584285714285,6360.166,0.07867606542289014,0.048076944276007456
2017-11-16,7240.14,7940.0,7076.0,7864.5,2331.95675,1510876799999,17499577.25815967,14961,1196.410717,8973214.5702364,0,0.08624790402289473,6672.657142857142,6435.816000000001,0.08304667749564261,0.049548178933609355
2017-11-17,7876.98,7989.0,7451.0,7699.19,3982.395925,1510963199999,31024092.61951179,22012,1910.208237,14893068.96849563,0,-0.02101977239493935,6842.972857142857,6508.720333333334,0.07370836952582252,0.04967911872423003
2017-11-18,7680.01,7819.99,7422.0,7761.94,3954.266477,1511049599999,30334498.31525712,18383,1891.340324,14512569.88845333,0,0.008150208008894433,7059.671428571429,6577.988333333333,0.06847613391875208,0.04955647003399674
2017-11-19,7761.94,8123.15,7650.33,8038.0,3867.340444,1511135999999,30322635.7689457,14897,2097.613346,16448877.84771707,0,0.03556585080534003,7377.8099999999995,6645.588000000001,0.05155842274836338,0.049019105309126884
2017-11-20,8057.11,8319.99,7954.0,8212.0,3886.634348,1511222399999,31567135.38731295,20101,1816.366339,14741452.72913412,0,0.02164717591440657,7627.239999999999,6718.4890000000005,0.04352664297440805,0.049030715220906275
2017-11-21,8212.49,8400.0,7801.0,8119.51,4544.474016,1511308799999,37074997.58090905,20798,2222.291215,18131894.11366924,0,-0.011262786166585492,7847.885714285714,6790.805333333333,0.046716283198392605,0.04901134234208984
2017-11-22,8091.09,8322.68,8091.09,8205.92,3545.00571,1511395199999,29124078.47217724,14752,1823.860374,14992767.17647145,0,0.010642267821580287,7985.865714285714,6867.138333333333,0.03537275978327797,0.0489031608746434
2017-11-23,8233.03,8260.0,8000.0,8019.99,4093.952687,1511481599999,33400702.99957629,16625,2163.755131,17665030.24869222,0,-0.02265803224988794,8008.078571428572,6951.903666666666,0.022105396250657404,0.046619020490233566
2017-11-24,8019.97,8369.0,7850.0,8138.0,4411.789112,1511567999999,35840264.45804051,19754,2166.425275,17613353.73937526,0,0.014714482187633715,8070.765714285714,7033.504,0.01961754566714515,0.046379350685418444
2017-11-25,8138.99,8734.78,8090.0,8700.01,4292.623682,1511654399999,36093005.20140187,18632,2294.9233,19306904.20494265,0,0.06905996559351202,8204.775714285714,7128.111999999999,0.030258546743863267,0.04740702699789583
2017-11-26,8700.04,9350.0,8604.72,9128.02,4147.380237,1511740799999,37138533.83941873,19268,2035.291755,18226481.88953511,0,0.04919649517644231,8360.492857142857,7240.085,0.03205174821581589,0.04746697591650758
2017-11-27,9128.0,9654.28,9112.04,9650.0,4521.625707,1511827199999,42961064.95202934,22806,2433.447575,23145323.64948013,0,0.057184361997453914,8565.921428571428,7371.096999999999,0.03524053400368553,0.04778794559928282
2017-11-28,9650.0,9939.0,9570.5,9896.8,4917.210985,1511913599999,48235644.0576554,18923,2431.138502,23851135.77284698,0,0.025575129533678576,8819.820000000002,7495.324333333334,0.031697394584718555,0.04645105733580925
2017-11-29,9896.79,11300.03,8520.0,9687.88,13352.538715,1511999999999,135976167.45757934,47894,8662.632362,88423971.28943045,0,-0.02110985369008167,9031.528571428573,7614.237,0.03666241350508419,0.04675376408162667
2017-11-30,9687.88,10900.0,8850.8,9838.96,9389.574329,1512086399999,91430904.34116387,41153,5360.660242,52384338.03597776,0,0.01559474312233422,9291.381428571429,7726.769,0.030838623932547955,0.04615509059288867
2017-12-01,9837.0,10898.0,9380.0,10782.99,6134.923633,1512172799999,62260697.58291551,32375,3269.868588,33193672.16592109,0,0.09594814899135695,9669.237142857144,7861.069333333333,0.038457632183478606,0.04818452429266649
2017-12-02,10775.04,11190.0,10620.0,10890.01,4765.439757,1512259199999,52046689.84006951,29694,2390.194275,26111051.97904352,0,0.009924890962525357,9982.094285714285,7990.070333333334,0.0379206215874324,0.04800870562337031
2017-12-03,10902.69,11825.0,10500.0,11165.41,5346.636524,1512345599999,60350708.29332783,39335,2574.246187,29090180.16290429,0,0.025289232975910902,10273.15,8125.082666666667,0.03731017419588241,0.048037220988246254
2017-12-04,11165.41,11600.0,10802.0,11579.0,4663.424562,1512431999999,52814985.63993067,32232,2516.855031,28512751.47162289,0,0.037042079063823063,10548.721428571429,8265.813,0.03558034927908051,0.04807896932900716
2017-12-05,11571.03,11853.0,11447.68,11699.99,5550.732055,1512518399999,64721253.04527842,31317,3135.630565,36570499.65542363,0,0.010449088867777956,10806.319999999998,8410.979,0.036128948329604414,0.047973669907411684
2017-12-06,11699.99,13615.23,11665.58,13550.05,6707.946319,1512604799999,84409526.69576178,40196,3830.098381,48223185.56586906,0,0.1581249214742919,11358.058571428572,8630.643333333333,0.05617527166457263,0.05267885687790336
2017-12-07,13541.01,16649.96,13050.0,16599.0,7487.065695,1512691199999,109555325.34649764,57541,3931.041376,57501459.77355417,0,0.22501392983789725,12323.778571428571,8948.475333333334,0.08363903484866733,0.06417491340110919
2017-12-08,16599.0,17204.99,14015.0,15880.0,17589.013136,1512777599999,271586476.6191432,84727,11950.291812,184080403.13797045,0,-0.043315862401349436,13051.922857142856,9234.375333333333,0.09506669967880409,0.06557775522704788
2017-12-09,15880.01,16269.3,12535.0,14656.07,13918.758687,1512863999999,205372672.98786432,66738,7988.323023,118308773.57971704,0,-0.07707367758186401,13589.931428571426,9486.911333333333,0.10761763760141584,0.067535844610688
2017-12-10,14664.01,15720.12,12368.0,14899.98,16553.037173,1512950399999,233767963.46201488,80669,8736.869344,123176894.48606697,0,0.016642251299290978,14123.441428571428,9766.678000000002,0.10796991992746596,0.06445624899896411
2017-12-11,14946.26,17470.0,14901.08,16587.97,11820.401762,1513036799999,193045127.9036004,71373,5905.234633,96386375.05815984,0,0.113288071527613,14839.00857142857,10111.442,0.11064628374745512,0.06478998857115532
2017-12-12,16587.97,16976.45,15875.0,16349.99,9436.802411,1513123199999,155716213.09834388,76032,4395.051525,72561808.35535774,0,-0.014346541499653198,15503.294285714286,10462.740666666668,0.11278324358305739,0.06246324263220786
2017-12-13,16349.99,16546.0,14666.56,16033.29,12416.328801,1513209599999,196769674.31153056,83847,6127.957739,97124627.48575148,0,-0.019370042428160428,15858.042857142858,10781.650666666666,0.1051806213700613,0.06157982708248112
2017-12-14,16030.34,16445.0,15450.0,16334.98,11616.867151,1513295999999,186092495.1834846,86150,5999.075173,96150362.10506035,0,0.018816474971761865,15820.325714285715,11106.983666666667,0.060358299237038816,0.061563771313785216
2017-12-15,16334.98,17991.0,16298.45,17539.83,9181.273947,1513382399999,159809704.04408672,85478,4712.5784,81924043.94046211,0,0.0737588904302302,16057.444285714286,11450.309333333335,0.06277480077681624,0.060707695277503866
2017-12-16,17516.81,19539.0,17190.01,19102.66,4202.628709,1513468799999,76293721.36508314,51777,2308.847163,41958921.17812987,0,0.08910177578688039,16692.67142857143,11824.914666666667,0.052271451227853837,0.06079846478968568
2017-12-17,19120.19,19798.68,18510.0,18860.02,9177.183434,1513555199999,175867439.47045135,84581,4197.960835,80497172.92855518,0,-0.012701895966320875,17258.391428571427,12196.942333333334,0.055505313352433874,0.06056835133849548
2017-12-18,18860.04,19300.0,17029.98,18856.25,10624.633071,1513641599999,196339245.745198,91956,4690.302146,86666689.06405357,0,-0.00019989374348494682,17582.431428571428,12566.752666666667,0.044478686546111014,0.06070059643933784
2017-12-19,18856.25,18950.0,16300.0,17295.2,13210.74822,1513727999999,232790625.92336664,116569,5740.506184,101134115.9201646,0,-0.08278687437852172,17717.46142857143,12875.326000000001,0.05843771765067366,0.06418563612602408
2017-12-20,17295.2,17720.35,14777.66,16488.98,13450.496693,1513814399999,221193892.50223887,129762,5732.664035,94404363.82531904,0,-0.04661524584855925,17782.56,13151.225333333334,0.06150897150381138,0.06560337592054463
2017-12-21,16480.52,17309.5,14022.0,15492.64,20324.2173,1513900799999,320176825.29037607,117731,11672.760789,184537677.7923892,0,-0.06042459873200168,17662.225714285716,13396.996333333334,0.0658174176284317,0.06714825031701176
2017-12-22,15514.03,15699.34,10961.0,13326.61,36076.271175,1513987199999,477509934.71828645,243261,17556.682449,233435309.648319,0,-0.13981025829038818,17060.337142857144,13567.685999999998,0.0720525668993352,0.07348611565163324
2017-12-23,13326.61,14950.0,12978.18,13300.0,13141.538875,1514073599999,184759685.33206663,135005,6547.667326,92098774.4608775,0,-0.001996756864649063,16231.385714285714,13743.686333333333,0.050715275737148666,0.07318025541385123
2017-12-24,13300.0,13819.99,11640.0,13500.0,28557.534988,1514159999999,365709589.60302895,173557,15365.113545,196993097.07332075,0,0.015037593984962516,15465.66857142857,13922.419666666665,0.054951100277385756,0.07317955072135826
2017-12-25,13500.0,14300.0,12708.0,13699.34,15748.207607,1514246399999,213139657.6289145,116416,8834.650938,119703848.8596264,0,0.014765925925925849,14728.967142857142,14089.064,0.057239759088054815,0.0725807958557613
2017-12-26,13699.34,16050.0,13533.0,15689.01,15034.668104,1514332799999,224843731.89656883,133133,8436.171298,125842113.78661472,0,0.1452383837469542,14499.511428571428,14307.763666666668,0.08768807519677282,0.07605300144246828
